ally_top,ally_jungle,ally_mid,ally_adc,ally_supp,enemy_top,enemy_jungle,enemy_mid,enemy_adc,enemy_supp,target_win
75,-1,910,222,902,48,-1,105,18,-1,0
-1,-1,-1,222,-1,48,-1,-1,-1,526,0
75,133,-1,222,-1,48,-1,105,18,526,0
48,91,105,18,526,75,133,910,222,902,1
-1,-1,-1,-1,-1,-1,133,-1,-1,-1,1
48,91,105,-1,526,-1,133,-1,222,902,1
48,91,105,-1,526,-1,133,910,222,902,1
887,64,112,51,117,80,35,166,29,25,0
-1,-1,-1,-1,-1,-1,-1,166,-1,-1,0
887,64,112,51,-1,80,-1,-1,29,-1,0
-1,64,112,-1,-1,-1,-1,166,-1,-1,0
80,35,166,29,25,887,64,112,51,117,1
80,35,-1,-1,25,-1,-1,-1,51,-1,1
-1,-1,166,29,25,-1,-1,-1,51,117,1
-1,35,166,29,25,-1,64,-1,51,117,1
223,31,134,523,117,24,131,1,157,26,0
223,-1,-1,-1,-1,24,131,-1,157,-1,0
-1,-1,134,-1,117,24,-1,-1,157,-1,0
-1,-1,134,-1,117,24,131,-1,-1,26,0
24,131,1,157,26,223,31,134,523,117,1
-1,131,1,-1,26,223,31,134,523,-1,1
24,131,1,157,-1,223,-1,-1,-1,117,1
-1,-1,1,157,26,-1,31,134,-1,117,1
122,517,157,15,78,92,102,127,101,555,1
122,517,-1,-1,78,92,102,127,101,-1,1
-1,-1,157,15,78,-1,102,-1,-1,-1,1
122,517,-1,15,-1,92,102,127,101,-1,1
92,102,127,101,555,122,517,157,15,78,0
-1,-1,127,101,-1,122,517,157,15,-1,0
92,102,-1,101,555,-1,517,-1,15,-1,0
92,102,127,101,555,122,-1,-1,-1,78,0
80,32,39,81,37,114,59,101,51,99,1
-1,-1,-1,-1,-1,-1,-1,101,51,99,1
-1,-1,39,81,-1,-1,-1,-1,-1,-1,1
80,-1,39,-1,-1,114,-1,101,-1,-1,1
114,59,101,51,99,80,32,39,81,37,0
114,59,-1,51,99,-1,32,39,81,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,81,-1,0
-1,59,101,51,99,80,32,39,-1,37,0
777,77,127,800,555,238,32,99,22,235,1
-1,77,127,800,-1,238,32,99,22,-1,1
-1,-1,127,800,555,-1,32,-1,22,235,1
-1,-1,127,800,-1,-1,32,99,-1,-1,1
238,32,99,22,235,777,77,127,800,555,0
-1,32,-1,-1,235,777,-1,-1,-1,-1,0
-1,-1,99,-1,235,-1,77,-1,-1,555,0
238,32,99,22,235,777,-1,127,-1,555,0
122,203,517,166,29,82,102,238,22,235,0
122,203,517,-1,29,82,102,238,-1,235,0
-1,-1,517,-1,-1,-1,102,-1,-1,-1,0
122,203,-1,-1,29,-1,-1,238,-1,-1,0
82,102,238,22,235,122,203,517,166,29,1
82,-1,238,22,235,122,203,-1,166,29,1
-1,-1,238,22,235,-1,203,517,166,29,1
-1,-1,-1,22,-1,-1,-1,-1,-1,-1,1
79,20,166,202,90,126,56,157,800,267,0
-1,-1,166,202,90,126,56,-1,800,-1,0
-1,20,-1,-1,-1,-1,-1,-1,800,-1,0
-1,-1,-1,-1,90,126,-1,-1,-1,267,0
126,56,157,800,267,79,20,166,202,90,1
126,-1,157,800,267,79,20,166,202,90,1
126,56,157,800,267,79,20,166,-1,90,1
126,56,157,800,267,-1,20,-1,202,90,1
75,234,103,222,432,429,233,31,42,111,1
75,-1,-1,-1,-1,-1,-1,31,-1,-1,1
-1,-1,103,222,432,-1,-1,-1,-1,-1,1
75,-1,-1,-1,-1,429,-1,-1,42,-1,1
429,233,31,42,111,75,234,103,222,432,0
-1,-1,-1,-1,-1,75,234,-1,-1,-1,0
429,-1,-1,-1,111,75,-1,103,-1,-1,0
-1,-1,31,42,-1,75,234,103,-1,432,0
4,59,112,115,223,950,14,7,360,111,0
4,59,112,115,223,950,-1,-1,-1,-1,0
4,59,112,115,223,950,14,-1,360,111,0
4,-1,-1,115,-1,950,14,7,360,-1,0
950,14,7,360,111,4,59,112,115,223,1
950,-1,7,-1,-1,-1,-1,112,-1,-1,1
-1,-1,-1,-1,-1,4,-1,112,-1,-1,1
-1,-1,-1,-1,-1,4,-1,-1,-1,-1,1
84,266,157,429,57,897,141,910,21,143,1
-1,266,157,-1,-1,-1,-1,-1,-1,143,1
84,266,157,429,57,897,141,910,21,-1,1
-1,-1,-1,-1,-1,-1,-1,910,-1,-1,1
897,141,910,21,143,84,266,157,429,57,0
897,141,910,21,-1,84,-1,157,429,57,0
-1,-1,910,21,-1,84,-1,-1,429,57,0
-1,141,-1,-1,-1,-1,266,-1,429,-1,0
75,77,84,51,161,86,24,777,110,223,1
-1,77,-1,-1,-1,-1,24,-1,-1,223,1
75,77,84,51,161,86,24,777,110,-1,1
-1,77,84,51,161,-1,-1,777,110,223,1
86,24,777,110,223,75,77,84,51,161,0
-1,-1,-1,-1,223,75,-1,-1,-1,-1,0
86,-1,777,110,223,75,77,84,51,161,0
86,24,777,110,-1,75,77,84,-1,-1,0
420,59,157,115,111,875,35,711,222,80,1
420,-1,157,115,111,875,35,711,222,80,1
420,-1,-1,115,-1,-1,35,-1,222,-1,1
420,-1,157,115,111,875,35,711,222,80,1
875,35,711,222,80,420,59,157,115,111,0
875,35,-1,222,80,-1,-1,157,-1,111,0
-1,-1,-1,-1,-1,420,59,-1,115,-1,0
-1,35,711,222,-1,420,59,157,-1,111,0
75,254,112,18,26,777,121,7,202,50,0
-1,254,112,18,26,777,-1,7,202,50,0
75,254,-1,18,-1,-1,121,-1,-1,50,0
75,-1,-1,18,-1,-1,-1,-1,-1,-1,0
777,121,7,202,50,75,254,112,18,26,1
-1,-1,-1,-1,-1,75,254,112,-1,26,1
777,121,-1,202,50,75,254,112,18,26,1
777,-1,7,202,-1,75,-1,112,18,26,1
114,876,777,51,143,86,56,8,901,25,0
-1,876,777,-1,143,86,-1,-1,901,25,0
-1,-1,777,-1,143,86,56,-1,901,-1,0
-1,-1,777,-1,-1,86,56,-1,-1,25,0
86,56,8,901,25,114,876,777,51,143,1
86,-1,-1,901,-1,-1,876,-1,-1,143,1
-1,56,-1,-1,-1,-1,-1,-1,-1,-1,1
86,56,8,901,25,-1,876,777,51,143,1
875,517,103,145,35,86,91,30,45,53,1
-1,-1,-1,-1,-1,86,-1,30,45,-1,1
875,517,103,-1,-1,86,-1,30,-1,53,1
875,517,103,145,35,86,91,30,45,-1,1
86,91,30,45,53,875,517,103,145,35,0
86,91,30,-1,53,875,517,103,145,35,0
86,-1,30,45,-1,875,-1,-1,145,35,0
86,-1,30,45,53,875,517,103,145,35,0
98,133,103,360,111,36,102,90,221,117,1
98,133,103,360,111,-1,102,90,221,117,1
-1,-1,-1,360,-1,-1,-1,-1,-1,-1,1
-1,133,103,-1,111,-1,102,90,221,117,1
36,102,90,221,117,98,133,103,360,111,0
36,102,-1,221,117,-1,-1,103,360,111,0
-1,-1,90,-1,-1,98,-1,-1,-1,-1,0
36,-1,90,221,-1,98,133,-1,-1,111,0
893,200,238,222,101,55,120,103,804,43,0
-1,-1,238,-1,-1,-1,120,103,804,43,0
-1,-1,-1,-1,-1,55,120,-1,-1,-1,0
893,200,238,-1,101,55,120,103,804,43,0
55,120,103,804,43,893,200,238,222,101,1
55,120,103,-1,43,-1,200,238,222,101,1
55,120,-1,804,43,893,200,-1,-1,101,1
-1,120,103,804,-1,-1,200,238,222,101,1
114,62,13,236,201,887,246,103,222,16,1
114,-1,-1,-1,-1,-1,-1,-1,222,16,1
-1,62,-1,-1,-1,887,-1,-1,-1,-1,1
114,-1,13,236,201,-1,-1,103,222,16,1
887,246,103,222,16,114,62,13,236,201,0
-1,246,103,-1,16,114,-1,-1,236,-1,0
-1,-1,103,-1,16,114,-1,-1,236,-1,0
887,-1,103,-1,-1,-1,62,13,236,-1,0
6,32,163,51,99,23,254,26,29,111,1
-1,-1,-1,51,99,-1,254,26,29,111,1
6,32,163,51,-1,23,-1,26,-1,111,1
-1,32,-1,-1,-1,23,254,-1,-1,-1,1
23,254,26,29,111,6,32,163,51,99,0
23,254,-1,-1,-1,-1,32,163,51,-1,0
23,254,26,29,111,6,32,163,-1,99,0
23,254,26,29,-1,6,32,163,-1,99,0
114,120,112,81,26,75,91,103,51,89,0
114,120,112,-1,-1,-1,91,-1,-1,89,0
114,120,-1,81,26,-1,91,103,-1,-1,0
114,120,-1,81,-1,75,-1,103,51,89,0
75,91,103,51,89,114,120,112,81,26,1
-1,91,103,-1,-1,114,-1,-1,-1,26,1
75,91,103,-1,89,114,120,-1,81,-1,1
-1,-1,-1,-1,-1,-1,120,-1,-1,-1,1
58,950,103,81,111,2,17,157,112,99,1
-1,-1,-1,-1,-1,-1,-1,157,112,-1,1
58,950,103,81,-1,2,17,157,112,99,1
58,-1,-1,81,111,2,-1,-1,-1,-1,1
2,17,157,112,99,58,950,103,81,111,0
2,17,-1,-1,99,-1,950,103,-1,111,0
-1,-1,157,112,-1,-1,-1,-1,-1,-1,0
2,17,157,112,-1,-1,950,103,81,111,0
875,427,105,221,235,106,104,13,22,117,1
875,427,105,221,235,-1,104,13,22,117,1
875,427,-1,-1,-1,-1,-1,-1,-1,117,1
-1,427,-1,221,-1,106,-1,-1,-1,117,1
106,104,13,22,117,875,427,105,221,235,0
-1,-1,-1,-1,-1,-1,427,-1,-1,-1,0
106,-1,-1,22,-1,-1,-1,-1,-1,-1,0
106,104,-1,22,117,875,-1,105,221,235,0
72,31,238,202,89,777,122,103,15,235,0
-1,-1,-1,-1,89,-1,122,-1,-1,-1,0
72,31,238,202,89,-1,122,103,15,235,0
72,31,238,202,89,-1,122,103,15,235,0
777,122,103,15,235,72,31,238,202,89,1
777,122,103,15,235,72,-1,238,202,89,1
-1,122,-1,-1,-1,72,-1,238,-1,-1,1
777,122,103,15,235,72,-1,-1,202,89,1
98,233,131,51,16,266,104,55,222,89,1
98,233,-1,51,16,-1,104,-1,222,89,1
98,233,-1,-1,16,-1,-1,55,-1,89,1
-1,233,-1,-1,16,266,104,55,-1,89,1
266,104,55,222,89,98,233,131,51,16,0
266,104,-1,222,-1,-1,-1,-1,-1,-1,0
266,104,55,-1,89,98,-1,131,51,-1,0
-1,104,-1,-1,-1,-1,-1,-1,-1,-1,0
6,234,80,90,235,122,517,84,81,16,0
-1,234,80,90,235,122,-1,84,81,-1,0
6,-1,-1,90,235,122,517,84,81,16,0
6,234,80,90,235,122,-1,84,81,16,0
122,517,84,81,16,6,234,80,90,235,1
122,517,-1,81,-1,6,234,80,90,-1,1
122,517,-1,81,-1,6,-1,-1,90,235,1
-1,-1,-1,-1,-1,-1,-1,-1,90,-1,1
14,56,55,110,412,74,91,105,901,267,1
14,56,55,110,-1,74,91,105,901,267,1
-1,-1,55,110,-1,74,-1,105,901,267,1
14,-1,55,110,412,74,91,105,901,267,1
74,91,105,901,267,14,56,55,110,412,0
-1,-1,-1,-1,-1,-1,-1,-1,110,-1,0
-1,91,-1,901,267,-1,56,55,110,-1,0
-1,91,-1,901,-1,-1,56,-1,110,-1,0
59,234,105,145,412,24,104,134,360,32,1
-1,-1,-1,-1,-1,24,104,-1,360,32,1
-1,234,105,-1,-1,24,-1,134,360,-1,1
-1,234,-1,-1,412,-1,-1,134,360,-1,1
24,104,134,360,32,59,234,105,145,412,0
-1,-1,-1,-1,-1,-1,-1,105,-1,-1,0
24,104,-1,360,32,59,234,-1,-1,412,0
-1,-1,134,-1,-1,-1,234,-1,-1,-1,0
10,200,134,222,26,799,104,112,51,111,0
10,-1,-1,-1,-1,-1,-1,112,51,-1,0
10,-1,-1,-1,26,-1,-1,-1,-1,-1,0
-1,200,-1,-1,-1,-1,-1,-1,-1,-1,0
799,104,112,51,111,10,200,134,222,26,1
-1,104,112,51,-1,-1,200,-1,222,26,1
799,104,112,-1,111,10,-1,-1,222,26,1
-1,-1,-1,-1,111,-1,-1,-1,-1,-1,1
223,517,45,202,161,90,91,92,51,235,1
223,517,45,202,-1,-1,91,-1,-1,235,1
223,517,-1,202,-1,-1,91,92,51,-1,1
-1,-1,-1,-1,-1,-1,91,-1,51,235,1
90,91,92,51,235,223,517,45,202,161,0
90,-1,-1,-1,-1,-1,517,-1,-1,161,0
90,-1,-1,51,235,223,517,45,202,161,0
-1,-1,-1,-1,235,-1,-1,-1,-1,-1,0
82,56,8,800,235,2,102,134,51,267,0
-1,-1,8,800,235,-1,-1,-1,51,-1,0
82,-1,8,800,235,2,-1,-1,51,267,0
-1,-1,8,800,-1,2,102,-1,-1,267,0
2,102,134,51,267,82,56,8,800,235,1
-1,-1,-1,-1,267,-1,-1,-1,-1,235,1
-1,102,134,51,-1,-1,56,-1,-1,-1,1
-1,102,134,-1,267,-1,-1,8,800,235,1
74,62,910,236,53,23,106,805,29,267,1
74,62,910,236,53,-1,106,805,29,267,1
74,62,-1,-1,53,23,106,805,29,267,1
-1,62,910,236,53,23,-1,805,29,-1,1
23,106,805,29,267,74,62,910,236,53,0
-1,106,-1,-1,267,74,62,910,236,-1,0
-1,-1,-1,29,-1,74,-1,-1,-1,-1,0
23,-1,-1,29,-1,-1,-1,-1,-1,-1,0
516,64,105,498,143,114,80,7,18,267,1
516,64,105,498,143,114,-1,-1,18,267,1
516,-1,105,498,143,114,-1,7,18,267,1
-1,64,105,-1,143,-1,-1,-1,18,267,1
114,80,7,18,267,516,64,105,498,143,0
-1,80,-1,18,-1,-1,64,105,-1,143,0
114,-1,-1,18,-1,516,-1,105,498,143,0
114,-1,7,18,267,-1,-1,105,498,-1,0
127,234,875,115,235,54,102,31,222,12,1
127,-1,-1,-1,-1,-1,-1,-1,222,12,1
127,-1,-1,-1,-1,-1,-1,-1,222,-1,1
-1,234,-1,-1,235,-1,102,-1,222,12,1
54,102,31,222,12,127,234,875,115,235,0
-1,-1,31,222,12,-1,-1,-1,115,235,0
54,102,31,-1,12,127,234,875,-1,-1,0
-1,-1,31,222,-1,127,-1,-1,115,235,0
58,200,112,222,412,39,234,246,101,12,0
-1,200,112,-1,412,-1,-1,246,101,12,0
-1,-1,-1,-1,-1,-1,234,-1,-1,12,0
-1,200,112,222,412,-1,-1,246,-1,12,0
39,234,246,101,12,58,200,112,222,412,1
39,234,-1,-1,-1,58,-1,-1,-1,412,1
-1,-1,246,-1,-1,58,200,-1,-1,-1,1
-1,234,-1,-1,12,-1,-1,-1,-1,-1,1
24,28,103,67,9,875,31,517,360,89,1
24,28,-1,-1,-1,875,31,517,-1,-1,1
24,28,-1,67,-1,-1,-1,-1,-1,-1,1
24,-1,103,67,-1,-1,-1,-1,360,-1,1
875,31,517,360,89,24,28,103,67,9,0
875,31,517,360,-1,24,28,103,-1,9,0
-1,31,517,360,-1,24,28,-1,-1,9,0
875,31,517,360,-1,24,28,103,67,9,0
59,62,3,51,99,86,517,45,429,526,0
59,62,-1,-1,99,-1,-1,45,-1,526,0
59,62,3,51,-1,86,-1,45,429,526,0
-1,-1,-1,51,-1,-1,-1,45,-1,-1,0
86,517,45,429,526,59,62,3,51,99,1
86,-1,45,-1,526,59,62,-1,-1,99,1
86,517,45,429,-1,59,-1,3,51,99,1
86,517,45,429,526,-1,62,3,51,99,1
150,102,134,119,412,777,234,90,22,223,1
-1,102,-1,119,412,777,234,-1,-1,223,1
-1,102,-1,119,412,777,-1,-1,-1,-1,1
-1,-1,134,119,412,777,234,90,-1,223,1
777,234,90,22,223,150,102,134,119,412,0
-1,-1,90,22,-1,150,-1,-1,119,412,0
-1,-1,-1,-1,-1,150,-1,-1,-1,-1,0
-1,234,-1,-1,-1,150,-1,-1,-1,412,0
10,113,86,22,16,122,120,84,157,37,1
10,-1,-1,-1,-1,-1,-1,-1,-1,37,1
10,113,-1,22,16,122,120,-1,157,-1,1
-1,113,86,22,-1,122,120,84,157,37,1
122,120,84,157,37,10,113,86,22,16,0
122,120,84,157,-1,10,113,86,22,-1,0
122,-1,84,157,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,113,-1,22,-1,0
31,59,29,222,22,2,102,55,202,161,0
31,-1,-1,-1,-1,2,-1,-1,-1,-1,0
31,59,-1,222,22,-1,-1,55,202,-1,0
31,59,29,222,22,2,102,55,-1,161,0
2,102,55,202,161,31,59,29,222,22,1
-1,-1,55,-1,-1,-1,59,-1,222,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,22,1
-1,-1,55,-1,-1,-1,-1,29,-1,-1,1
777,35,103,22,235,54,19,79,21,800,1
777,35,103,22,235,-1,19,-1,21,800,1
-1,-1,103,-1,235,54,19,79,-1,-1,1
777,35,103,22,235,-1,19,79,21,800,1
54,19,79,21,800,777,35,103,22,235,0
54,19,79,21,800,777,-1,103,22,-1,0
-1,-1,-1,-1,800,-1,-1,103,-1,235,0
-1,-1,79,21,800,-1,-1,103,22,235,0
420,62,131,202,142,122,19,55,110,111,1
-1,62,131,202,142,122,19,-1,-1,111,1
420,-1,-1,202,-1,-1,-1,-1,110,-1,1
420,-1,131,-1,142,-1,-1,-1,110,-1,1
122,19,55,110,111,420,62,131,202,142,0
122,-1,-1,110,-1,420,62,-1,202,142,0
-1,-1,-1,110,-1,-1,-1,-1,-1,-1,0
122,19,55,110,-1,420,-1,131,202,142,0
427,107,134,202,111,164,91,25,51,235,1
-1,-1,-1,-1,-1,-1,-1,25,-1,-1,1
427,107,134,-1,111,-1,91,-1,51,-1,1
-1,107,-1,-1,-1,-1,-1,-1,51,-1,1
164,91,25,51,235,427,107,134,202,111,0
164,-1,25,51,-1,427,107,134,-1,111,0
164,91,-1,51,235,427,107,134,202,-1,0
164,91,-1,-1,-1,427,-1,-1,-1,-1,0
1,107,103,222,412,2,25,112,145,111,0
1,107,103,222,-1,2,-1,112,145,-1,0
1,107,-1,-1,412,2,25,112,145,111,0
1,107,103,222,412,2,25,112,-1,111,0
2,25,112,145,111,1,107,103,222,412,1
-1,-1,112,-1,-1,1,-1,-1,-1,-1,1
-1,25,-1,145,-1,-1,107,-1,222,412,1
-1,25,112,145,111,-1,-1,-1,-1,-1,1
516,77,8,145,117,904,246,134,119,54,1
516,77,8,145,117,904,246,134,-1,54,1
516,77,8,-1,117,904,246,134,119,54,1
516,77,8,145,117,904,246,-1,-1,-1,1
904,246,134,119,54,516,77,8,145,117,0
-1,-1,-1,119,-1,-1,-1,8,145,117,0
904,246,134,119,54,-1,77,8,145,117,0
904,246,134,119,54,-1,77,-1,145,-1,0
904,64,157,81,16,54,31,112,222,555,0
904,64,157,81,16,54,31,112,-1,555,0
-1,-1,-1,-1,-1,-1,-1,-1,222,-1,0
-1,64,157,81,16,54,31,-1,222,555,0
54,31,112,222,555,904,64,157,81,16,1
-1,-1,-1,222,-1,-1,64,-1,-1,-1,1
-1,31,-1,-1,555,904,64,157,81,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,81,-1,1
19,517,92,18,53,164,102,238,22,201,1
-1,-1,-1,-1,-1,-1,-1,-1,22,-1,1
-1,-1,92,-1,53,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,238,-1,-1,1
164,102,238,22,201,19,517,92,18,53,0
-1,-1,238,-1,-1,-1,-1,92,-1,-1,0
-1,-1,-1,-1,201,-1,-1,92,-1,-1,0
-1,-1,-1,-1,-1,-1,517,-1,-1,-1,0
85,234,157,112,16,31,67,245,30,3,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0
-1,-1,-1,112,-1,31,67,245,30,-1,0
85,234,157,-1,16,31,67,245,30,3,0
31,67,245,30,3,85,234,157,112,16,1
-1,-1,-1,-1,-1,-1,-1,157,112,-1,1
-1,67,-1,30,-1,85,234,-1,112,16,1
-1,67,245,-1,-1,-1,-1,157,-1,-1,1
24,31,-1,145,902,150,876,39,51,99,0
-1,31,-1,145,902,-1,-1,39,51,-1,0
24,-1,-1,145,902,-1,876,-1,51,99,0
-1,-1,-1,-1,-1,150,-1,-1,51,-1,0
150,876,39,51,99,24,31,-1,145,902,1
150,876,39,51,99,-1,-1,-1,145,-1,1
-1,-1,39,-1,-1,24,31,-1,-1,902,1
-1,-1,-1,51,-1,24,31,-1,145,-1,1
75,876,157,202,555,17,234,131,222,89,0
75,-1,157,202,555,17,234,131,222,89,0
-1,-1,-1,-1,-1,17,-1,-1,222,89,0
-1,-1,-1,-1,555,-1,-1,-1,-1,-1,0
17,234,131,222,89,75,876,157,202,555,1
-1,234,-1,-1,89,-1,-1,157,-1,555,1
17,-1,-1,-1,89,75,-1,157,202,555,1
-1,-1,-1,-1,89,75,-1,-1,-1,555,1
24,233,893,236,201,36,35,-1,67,78,1
-1,-1,-1,-1,201,-1,-1,-1,-1,-1,1
24,233,893,236,201,36,35,-1,-1,78,1
-1,233,-1,236,201,-1,35,-1,-1,-1,1
36,35,-1,67,78,24,233,893,236,201,0
36,-1,-1,-1,78,24,233,893,236,201,0
36,-1,-1,-1,-1,-1,233,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,233,893,-1,-1,0
24,203,245,202,412,266,44,38,22,235,0
24,203,245,202,412,-1,44,38,22,-1,0
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,203,-1,-1,-1,-1,-1,-1,22,-1,0
266,44,38,22,235,24,203,245,202,412,1
-1,44,-1,22,235,-1,203,-1,-1,-1,1
-1,44,-1,-1,-1,-1,-1,-1,-1,-1,1
266,-1,38,22,-1,24,-1,245,202,-1,1
114,35,45,15,34,58,77,268,360,111,0
114,35,45,-1,-1,58,77,-1,-1,-1,0
114,35,-1,15,34,58,-1,268,360,111,0
-1,-1,-1,-1,-1,-1,77,-1,-1,-1,0
58,77,268,360,111,114,35,45,15,34,1
58,77,268,360,111,-1,-1,45,15,34,1
-1,-1,268,360,111,114,35,-1,15,-1,1
58,-1,268,360,111,-1,35,45,-1,34,1
2,80,3,804,432,875,234,69,202,143,0
-1,80,3,-1,-1,-1,234,69,-1,143,0
2,-1,3,-1,-1,875,234,69,202,-1,0
-1,-1,-1,-1,-1,875,234,69,-1,143,0
875,234,69,202,143,2,80,3,804,432,1
875,-1,-1,202,143,2,80,-1,804,-1,1
875,-1,69,202,143,2,80,3,-1,432,1
875,234,-1,202,143,2,80,3,804,-1,1
154,102,55,145,143,77,876,101,895,897,1
-1,-1,-1,-1,-1,-1,-1,101,-1,-1,1
-1,102,55,145,143,-1,876,-1,895,897,1
-1,-1,-1,-1,-1,-1,-1,101,-1,-1,1
77,876,101,895,897,154,102,55,145,143,0
-1,-1,-1,895,-1,-1,-1,-1,-1,-1,0
77,-1,-1,895,-1,154,102,55,145,143,0
77,876,101,895,897,-1,-1,-1,-1,143,0
19,246,103,800,432,57,11,101,202,147,1
19,246,103,800,432,-1,11,-1,202,147,1
-1,246,-1,800,-1,57,11,101,-1,147,1
19,-1,103,-1,-1,57,11,101,202,-1,1
57,11,101,202,147,19,246,103,800,432,0
-1,-1,-1,202,147,-1,246,-1,800,-1,0
-1,11,101,202,-1,-1,-1,-1,800,-1,0
57,11,101,-1,-1,19,246,103,-1,432,0
36,120,39,81,99,875,54,127,235,223,0
-1,-1,-1,-1,-1,875,-1,-1,-1,-1,0
36,120,-1,-1,99,875,54,-1,-1,223,0
-1,-1,-1,-1,-1,-1,54,127,-1,-1,0
875,54,127,235,223,36,120,39,81,99,1
875,-1,127,-1,223,-1,120,39,-1,99,1
875,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,235,-1,36,120,-1,-1,-1,1
875,245,238,236,99,122,11,55,51,103,0
-1,245,238,-1,-1,-1,-1,-1,-1,-1,0
-1,245,-1,236,99,-1,-1,-1,-1,-1,0
-1,245,-1,-1,-1,-1,-1,55,51,-1,0
122,11,55,51,103,875,245,238,236,99,1
-1,11,-1,-1,103,875,-1,-1,-1,99,1
122,-1,-1,51,103,-1,-1,-1,-1,-1,1
-1,11,-1,-1,-1,-1,-1,-1,236,-1,1
150,141,134,800,555,6,517,27,222,37,0
150,141,134,800,555,6,-1,27,222,37,0
150,141,-1,800,555,-1,-1,-1,-1,-1,0
-1,141,134,-1,555,-1,517,-1,222,-1,0
6,517,27,222,37,150,141,134,800,555,1
-1,517,27,-1,37,150,-1,-1,-1,555,1
-1,-1,-1,-1,37,150,-1,-1,-1,-1,1
6,-1,27,-1,37,-1,141,134,800,555,1
39,32,84,901,117,106,121,245,101,110,0
39,-1,-1,901,-1,-1,121,245,-1,-1,0
-1,32,-1,901,117,106,-1,245,-1,110,0
-1,32,84,901,117,106,-1,245,101,110,0
106,121,245,101,110,39,32,84,901,117,1
-1,-1,245,-1,110,39,-1,84,901,117,1
-1,121,-1,101,110,-1,32,84,901,117,1
106,-1,245,-1,110,39,32,84,901,117,1
799,104,7,15,235,82,517,711,21,43,0
-1,-1,-1,-1,235,-1,-1,-1,-1,-1,0
-1,104,7,-1,-1,82,517,711,-1,43,0
-1,-1,7,-1,-1,-1,517,-1,-1,-1,0
82,517,711,21,43,799,104,7,15,235,1
82,517,711,21,-1,799,-1,7,15,235,1
-1,-1,711,-1,-1,-1,-1,-1,-1,235,1
-1,517,-1,-1,-1,-1,-1,-1,15,-1,1
24,72,3,236,902,420,102,39,18,12,0
24,72,-1,236,902,420,102,39,18,12,0
24,-1,3,-1,-1,-1,102,-1,-1,12,0
24,72,3,236,-1,420,102,39,18,12,0
420,102,39,18,12,24,72,3,236,902,1
-1,102,-1,18,-1,-1,72,-1,236,-1,1
420,-1,-1,18,-1,-1,72,3,-1,902,1
420,-1,-1,-1,12,-1,-1,3,-1,-1,1
223,35,8,18,12,86,238,112,145,80,1
-1,-1,-1,18,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,86,-1,-1,-1,-1,1
-1,35,-1,18,12,-1,238,-1,-1,80,1
86,238,112,145,80,223,35,8,18,12,0
-1,-1,-1,145,-1,223,-1,8,-1,-1,0
86,-1,112,145,80,223,35,8,18,12,0
-1,238,112,145,-1,-1,-1,-1,18,-1,0
31,163,238,800,99,69,246,101,804,902,1
-1,-1,238,800,99,69,246,-1,804,902,1
-1,-1,238,-1,-1,-1,-1,101,804,-1,1
-1,-1,-1,-1,-1,-1,-1,101,804,-1,1
69,246,101,804,902,31,163,238,800,99,0
69,246,101,804,-1,31,163,238,800,99,0
-1,-1,-1,-1,902,-1,-1,238,800,99,0
69,246,101,-1,-1,-1,-1,238,-1,99,0
904,517,112,145,555,82,246,3,22,43,1
904,517,-1,145,-1,82,246,3,22,43,1
-1,517,-1,145,555,-1,246,-1,22,43,1
904,-1,112,145,555,82,246,3,22,43,1
82,246,3,22,43,904,517,112,145,555,0
82,-1,3,-1,43,904,-1,-1,-1,555,0
82,-1,-1,-1,43,904,517,112,145,555,0
-1,-1,3,-1,-1,904,-1,-1,-1,555,0
904,31,134,222,432,420,203,112,119,267,0
-1,31,134,222,-1,-1,-1,112,-1,267,0
-1,31,134,222,432,-1,203,112,-1,267,0
904,31,134,222,432,420,-1,112,119,267,0
420,203,112,119,267,904,31,134,222,432,1
-1,-1,112,119,-1,904,-1,134,-1,-1,1
420,-1,112,-1,267,904,31,-1,222,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,222,-1,1
150,9,157,523,37,126,876,90,22,43,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,43,1
150,9,157,523,37,126,876,90,22,-1,1
-1,-1,-1,-1,-1,-1,876,90,-1,-1,1
126,876,90,22,43,150,9,157,523,37,0
-1,876,-1,-1,-1,-1,-1,157,523,37,0
-1,-1,-1,22,43,-1,9,157,-1,-1,0
-1,-1,-1,22,-1,-1,9,157,-1,-1,0
24,64,112,110,26,223,31,246,21,267,1
-1,-1,-1,-1,-1,-1,-1,-1,21,267,1
-1,-1,-1,-1,26,-1,-1,-1,-1,-1,1
-1,-1,-1,110,26,223,-1,-1,21,-1,1
223,31,246,21,267,24,64,112,110,26,0
